method,seed,step,mean_return,std_return,min_return,max_return,n_eval_episodes,J0,improvement,norm_improvement,J_ref,energy_mean,knn_mean
base,1,106496,3530.0996468798976,1589.8818435705962,680.4624781627689,5575.932270148351,10,2520.1128471325305,1009.9867997473671,0.12414942264235608,10655.36453116767,0.6480509042739868,6.990973281702765
base,1,131072,3358.9007503959206,1386.7734073183112,637.5560780458201,4813.193121701661,10,2520.1128471325305,838.78790326339,0.10310534151098816,10655.36453116767,0.6850948929786682,7.360031001879264
base,1,155648,4738.301645548574,1294.5452084257956,3369.5334619882374,7700.0897421084,10,2520.1128471325305,2218.1887984160435,0.2726638196696999,10655.36453116767,0.7158335447311401,6.9114345648762665
base,1,180224,4065.281589152055,1454.7740079144987,834.8035775581632,5567.073400357404,10,2520.1128471325305,1545.1687420195244,0.18993496474877042,10655.36453116767,0.7171093821525574,7.123399842203532
base,1,204800,3325.8310971869164,1165.889354310791,1369.180034022531,5287.412813245678,10,2520.1128471325305,805.7182500543859,0.09904035932121324,10655.36453116767,0.6983842849731445,8.043901968901617
base,1,229376,2503.913158537425,1436.8486227075462,750.1162288125001,5500.315276780497,10,2520.1128471325305,-16.199688595105727,-0.0019912953184847595,10655.36453116767,0.719701886177063,7.673524376227292
base,1,253952,3541.24936495894,1189.0119176320995,1529.5617590300494,5382.422522046264,10,2520.1128471325305,1021.1365178264095,0.12551996635885257,10655.36453116767,0.725740909576416,8.201351723903478
base,1,278528,2599.5986237491775,2233.1735915580516,583.9503259744313,6769.131598277179,10,2520.1128471325305,79.48577661664694,0.009770536879991267,10655.36453116767,0.7617310285568237,8.54931679861185
base,1,303104,4617.465236752947,1396.5886462423728,2518.081532478066,7294.881773199167,10,2520.1128471325305,2097.3523896204165,0.25781038753582913,10655.36453116767,0.7833015322685242,8.307566939916871
base,1,327680,2451.2157746074395,1494.7240070414941,573.6762921638827,5678.926180935561,10,2520.1128471325305,-68.89707252509106,-0.008468954027793359,10655.36453116767,0.8498309254646301,9.412615891958211
base,1,352256,2586.5567413189183,1262.9836264782118,819.2252205332104,4399.036197580073,10,2520.1128471325305,66.44389418638775,0.008167404864512283,10655.36453116767,0.8017598986625671,9.178754071322157
base,1,376832,3371.432144768956,1356.1356884811448,1591.5569698727238,5976.640700564962,10,2520.1128471325305,851.3192976364253,0.10464572340182589,10655.36453116767,0.8176794648170471,7.80301367704249
base,1,401408,2423.582425585276,1182.710847105138,767.5927327854333,4635.708925816749,10,2520.1128471325305,-96.53042154725472,-0.011865695774947343,10655.36453116767,0.8300322890281677,8.488184464162966
base,1,425984,2945.8606972204043,1950.2343082333073,830.8623189541975,6242.626381899758,10,2520.1128471325305,425.74785008787376,0.05233370356212092,10655.36453116767,0.8332420587539673,8.37112355018594
base,1,450560,2965.2358980072627,1540.8923144089501,1064.339328812137,5254.624945918878,10,2520.1128471325305,445.12305087473214,0.05471533864078717,10655.36453116767,0.8375610113143921,8.145702698995251
base,1,475136,3099.1783605253745,1734.051188048323,957.9245004713109,6320.379262538058,10,2520.1128471325305,579.065513392844,0.0711797908426164,10655.36453116767,0.8474096059799194,8.926304272519445
base,1,499712,2827.9420940465106,1145.85885979097,651.1734278609679,4452.267822739088,10,2520.1128471325305,307.8292469139801,0.037838933426022264,10655.36453116767,0.863541841506958,8.199076375447877
base,2,0,2887.2530918487705,1833.5120887081366,452.0379242689504,4973.002441645432,10,2887.2530918487705,0.0,0.0,10655.36453116767,0.2774285078048706,5.7402533322688125
base,2,32768,2706.5991688328354,1542.129991901386,479.09319697874236,4883.86921172791,10,2887.2530918487705,-180.6539230159351,-0.023255835656307063,10655.36453116767,0.35602912306785583,6.709492050086823
base,2,57344,3292.5899093305716,1592.5720480400778,301.2292758472043,5610.607703317427,10,2887.2530918487705,405.33681748180106,0.052179583235376574,10655.36453116767,0.4215604066848755,8.501561565585991
base,2,81920,3161.8809258693623,941.3489924215382,1291.733253419635,4301.689320622346,10,2887.2530918487705,274.62783402059176,0.035353230464123926,10655.36453116767,0.46515798568725586,7.134768489359309
base,2,106496,1989.4903951005704,1055.616308969873,578.3135781749695,3777.061192033033,10,2887.2530918487705,-897.7626967482001,-0.11557026487654826,10655.36453116767,0.4763774275779724,7.224909968346445
base,2,131072,3093.5800923026973,1210.1042233161095,1214.4661569277605,4476.407838587909,10,2887.2530918487705,206.32700045392676,0.02656076731636802,10655.36453116767,0.5031483769416809,7.175961807714058
base,2,155648,2034.3437293213028,1175.0712598066548,558.7733269114233,4403.4478373648435,10,2887.2530918487705,-852.9093625274677,-0.10979623156544902,10655.36453116767,0.5507029294967651,7.9509312088654776
base,2,180224,3258.439948748467,1662.7142232023,614.4145873535914,6941.344304707533,10,2887.2530918487705,371.1868568996965,0.04778341038892953,10655.36453116767,0.5410617589950562,8.325514224724634
base,2,204800,2316.6941607905283,1242.4937316482533,597.4840273387637,3972.5493223796716,10,2887.2530918487705,-570.5589310582423,-0.07344886018200833,10655.36453116767,0.5370477437973022,8.465098881575866
base,2,229376,3017.3678939695797,809.6644211337132,1977.5550172727155,4271.290597539083,10,2887.2530918487705,130.11480212080914,0.016749862964822195,10655.36453116767,0.5610036849975586,8.306418857856121
base,2,253952,2639.0718484540885,1498.7520480659246,869.7517169873207,4552.062238310153,10,2887.2530918487705,-248.18124339468204,-0.03194872335462963,10655.36453116767,0.5869346857070923,7.338866009595601
base,2,278528,1916.0314918594408,1223.810493651618,629.35694993224,4043.9093906876474,10,2887.2530918487705,-971.2215999893297,-0.12502673364704697,10655.36453116767,0.6188982725143433,8.068638128007022
base,2,303104,2895.813635870828,1544.591430769686,972.9073751324125,5213.564879787516,10,2887.2530918487705,8.560544022057456,0.0011020109698253793,10655.36453116767,0.6190390586853027,8.025603154231977
base,2,327680,3020.2782265222627,1365.227846111735,627.8120817196517,5035.205929609739,10,2887.2530918487705,133.02513467349218,0.0171245142008456,10655.36453116767,0.6039642691612244,7.412635644588199
base,2,352256,3031.754205888615,1281.73614963406,752.5077369480888,5269.295400509423,10,2887.2530918487705,144.50111403984465,0.018601833296293765,10655.36453116767,0.5952629446983337,7.29503693463478
base,2,376832,2710.350192198469,899.9606842217601,699.6227254641732,3868.5569903692253,10,2887.2530918487705,-176.9028996503016,-0.022772961099929753,10655.36453116767,0.6053826212882996,7.95913848846669
base,2,401408,2622.5815144338726,1440.1424649591477,807.0321944833527,5383.498961240527,10,2887.2530918487705,-264.6715774148979,-0.03407154743444727,10655.36453116767,0.6083952188491821,8.000475951227692
base,2,425984,2556.1809884784916,1184.6086158546732,863.353429704261,4276.800573234326,10,2887.2530918487705,-331.0721033702789,-0.04261938128898516,10655.36453116767,0.5954941511154175,7.446220658980963
base,2,450560,3692.8516890632754,999.7614038192017,2378.2739416402324,5818.359666608751,10,2887.2530918487705,805.5985972145049,0.10370584966549258,10655.36453116767,0.6021819114685059,7.553976674348235
base,2,475136,3318.9634751690646,1792.9487017873946,969.3437802972348,7115.908775432751,10,2887.2530918487705,431.7103833202941,0.05557468976044599,10655.36453116767,0.6011922955513,7.757697551994131
base,2,499712,2362.4222599321192,1031.5974755756654,633.8964635874311,4005.201786717959,10,2887.2530918487705,-524.8308319166513,-0.06756221714233102,10655.36453116767,0.6131796836853027,7.968548029228624
lyapunov,0,0,2097.228501458132,1192.3943241520471,521.5666049347825,4102.7507448825845,10,2097.228501458132,0.0,0.0,10655.36453116767,0.2548549771308899,6.115930442337082
lyapunov,0,32768,2276.83442501132,1387.0807386141198,644.2275967710414,5322.8245868290505,10,2097.228501458132,179.60592355318795,0.020986570312589103,10655.36453116767,0.30723923444747925,6.819137491767898
lyapunov,0,57344,2717.5909447718273,1197.6213494715844,488.66277823189466,4196.216953958061,10,2097.228501458132,620.3624433136952,0.07248803256779528,10655.36453116767,0.3008972406387329,6.800951631698917
lyapunov,0,81920,2446.807735411355,1194.653366048,640.9205440711415,3943.0011547735,10,2097.228501458132,349.57923395322314,0.040847590257833306,10655.36453116767,0.28728967905044556,6.899887890090763
lyapunov,0,106496,2259.3463798053144,954.5062515204802,822.0282142044184,3967.15691993399,10,2097.228501458132,162.11787834718234,0.018943129411059557,10655.36453116767,0.2786172330379486,6.6520705039834365
lyapunov,0,131072,2603.1214476846553,1343.4408151782511,656.9941784356994,5079.746899198497,10,2097.228501458132,505.89294622652324,0.05911251520321775,10655.36453116767,0.27239394187927246,7.231472441174768
lyapunov,0,155648,2640.7031444464087,977.3005992242536,664.8878635654737,3781.9563152110677,10,2097.228501458132,543.4746429882766,0.06350385656854513,10655.36453116767,0.2885798513889313,6.78935326857503
lyapunov,0,180224,1324.2417709435563,733.9869187649269,468.91316501321074,2581.4957492022154,10,2097.228501458132,-772.9867305145758,-0.09032185603744008,10655.36453116767,0.29520708322525024,6.835127894235285
lyapunov,0,204800,1801.1087881202216,994.064017418809,607.3388789491848,3960.239516213969,10,2097.228501458132,-296.1197133379105,-0.03460095893256791,10655.36453116767,0.29581373929977417,7.949352489186055
lyapunov,0,229376,1915.2050731332104,810.7702307229836,602.538623110133,3125.488580707782,10,2097.228501458132,-182.02342832492172,-0.021269050605384046,10655.36453116767,0.2992725968360901,7.494233014006017
lyapunov,0,253952,2904.331978091107,442.28666425504736,2354.0157830862076,3632.553321481235,10,2097.228501458132,807.1034766329749,0.09430832528681593,10655.36453116767,0.3198741376399994,7.721005287567776
lyapunov,0,278528,2334.4729079118665,901.2468583675711,598.1983047381597,3854.3140126575345,10,2097.228501458132,237.24440645373443,0.027721504496121565,10655.36453116767,0.32033002376556396,7.582701043206508
lyapunov,0,303104,2049.8887891339778,831.9461533301227,602.6838708219711,3190.3404241292274,10,2097.228501458132,-47.339712324154334,-0.005531544737578738,10655.36453116767,0.3147648572921753,7.347171582357246
lyapunov,0,327680,2703.6457690305538,1086.534749439978,603.1771424482222,4147.284101085347,10,2097.228501458132,606.4172675724217,0.07085856843083445,10655.36453116767,0.3155544698238373,7.95582296037216
lyapunov,0,352256,2067.4982961024334,1027.5138399401792,747.8475929411051,4391.8886189782515,10,2097.228501458132,-29.730205355698672,-0.0034739112873429985,10655.36453116767,0.3166870176792145,7.748739729021315
lyapunov,0,376832,2016.6713899861618,906.2512142856008,684.563899389915,3809.5175981298235,10,2097.228501458132,-80.5571114719703,-0.00941292720551574,10655.36453116767,0.32648003101348877,8.273187650182972
lyapunov,0,401408,2483.829060985893,1114.7972062432086,501.51280098423445,4398.113130283385,10,2097.228501458132,386.6005595277611,0.04517345344132241,10655.36453116767,0.3227050006389618,7.529428653612672
lyapunov,0,425984,2106.8622800311014,853.7598445242213,516.0499865125704,3318.2174597914527,10,2097.228501458132,9.633778572969277,0.0011256865441726987,10655.36453116767,0.33157792687416077,7.416235472161747
lyapunov,0,450560,2606.868581997566,1006.8634649370172,653.471875789559,3962.6194691783057,10,2097.228501458132,509.6400805394337,0.05955035988101494,10655.36453116767,0.3402094841003418,7.450147037173656
lyapunov,0,475136,2201.1226611990633,635.8126996345761,1481.422066958688,3248.7789363751913,10,2097.228501458132,103.89415974093117,0.012139811679567042,10655.36453116767,0.35012149810791016,7.660238131567919
lyapunov,0,499712,2370.1423825606075,722.4466537935715,1113.5079072728954,3662.6563204739223,10,2097.228501458132,272.91388110247544,0.03188940677305975,10655.36453116767,0.3491165339946747,7.8862283503201525
lyapunov,1,0,2938.611521044965,1811.5763693963133,673.6169546856804,5583.731360376551,10,2938.611521044965,0.0,0.0,10655.36453116767,0.3675945997238159,6.036650472713623
lyapunov,1,32768,3088.4176524401146,1626.9529183617,623.0213755597791,5197.64329916546,10,2938.611521044965,149.8061313951498,0.019413104343138046,10655.36453116767,0.40645432472229004,6.544320717310216
lyapunov,1,57344,3574.7834511514084,1667.4056715016866,738.2346863669693,5323.732127904285,10,2938.611521044965,636.1719301064436,0.08244036438505725,10655.36453116767,0.4546523094177246,6.4735750728911094
lyapunov,1,81920,2590.317482249657,1566.4061040720696,772.6530479846526,5894.379756137795,10,2938.611521044965,-348.29403879530764,-0.04513479157532794,10655.36453116767,0.47380152344703674,6.568784163669407
lyapunov,1,106496,3949.3922268564697,1143.0572324286131,1465.4568721297753,5106.058208271148,10,2938.611521044965,1010.780705811505,0.1309852348979674,10655.36453116767,0.4942055344581604,6.352472285901448
lyapunov,1,131072,3802.7317185831103,1281.501758934613,1712.016818161869,5579.607167084431,10,2938.611521044965,864.1201975381455,0.11197976613902602,10655.36453116767,0.4981355667114258,6.272824145587796
lyapunov,1,155648,3806.908680241376,1134.3512274311693,1240.6737219376123,5225.406846039922,10,2938.611521044965,868.297159196411,0.11252105101003912,10655.36453116767,0.5078327655792236,6.959158735163223
lyapunov,1,180224,3816.126286533993,898.5023710143018,2689.357109350623,5608.018022475763,10,2938.611521044965,877.5147654890284,0.11371554385947093,10655.36453116767,0.5325595140457153,7.664912031494578
lyapunov,1,204800,3590.7096847983994,906.5902670633878,1437.6159594204144,4507.230227894392,10,2938.611521044965,652.0981637534346,0.08450421606257438,10655.36453116767,0.5366473197937012,7.31642013034564
lyapunov,1,229376,4083.15815607353,1275.1964331552078,2204.7148394150545,6748.199001316343,10,2938.611521044965,1144.546635028565,0.14831971858874432,10655.36453116767,0.5252931118011475,7.301032132607057
lyapunov,1,253952,4922.9466904499395,1542.91225055063,3676.9349161731325,9268.126709707105,10,2938.611521044965,1984.3351694049747,0.2571463887135964,10655.36453116767,0.5315119028091431,6.898533359951593
lyapunov,1,278528,4983.174130743486,1305.85465660138,3076.678757272497,7927.760318178802,10,2938.611521044965,2044.562609698521,0.26495115325727636,10655.36453116767,0.5672733783721924,7.226400837402768
lyapunov,1,303104,4279.784606304155,764.6487942530811,3373.6551447905017,5959.195440788612,10,2938.611521044965,1341.1730852591904,0.17380018296893293,10655.36453116767,0.5501117706298828,6.9918142124290075
lyapunov,1,327680,4505.257264217415,555.5076713692116,3547.70339422869,5165.637308041477,10,2938.611521044965,1566.6457431724498,0.20301877498402912,10655.36453116767,0.5406830310821533,6.938655684917154
lyapunov,1,352256,4577.81556926126,1091.7923721909756,2908.835267637569,6747.411493196863,10,2938.611521044965,1639.2040482162952,0.21242147388332808,10655.36453116767,0.5098022222518921,7.345554658246565
lyapunov,1,376832,3632.9400791238427,1865.43193940527,985.0086539416282,7224.701072737733,10,2938.611521044965,694.3285580788779,0.08997677612307828,10655.36453116767,0.5017268657684326,7.109380455748994
lyapunov,1,401408,4142.325206686619,998.0297946011353,2516.7623015836,5464.737328414689,10,2938.611521044965,1203.7136856416541,0.1559870691606503,10655.36453116767,0.508933961391449,7.763187188598308
lyapunov,1,425984,4241.75944515803,1532.8505336818716,1291.2225450518993,6219.739043507216,10,2938.611521044965,1303.147924113065,0.16887257143448095,10655.36453116767,0.5168411731719971,7.461877455504551
lyapunov,1,450560,5451.912474744849,2028.2677823644997,3021.4332625203333,9908.308485276424,10,2938.611521044965,2513.300953699884,0.325694103475553,10655.36453116767,0.5098456144332886,7.611115077506657
lyapunov,1,475136,4794.642014031325,1472.776033942396,1237.2677189072053,6807.3612988382265,10,2938.611521044965,1856.03049298636,0.2405196188489033,10655.36453116767,0.5119307041168213,7.836096970611339
lyapunov,1,499712,4699.380517908236,935.4087607622328,3568.893558986198,6068.601445742379,10,2938.611521044965,1760.7689968632708,0.2281748546733774,10655.36453116767,0.506270170211792,7.758867145628686
lyapunov,2,0,2254.1328088200144,1259.3542241759496,413.3962629932176,4501.652371699015,10,2254.1328088200144,0.0,0.0,10655.36453116767,0.3577224016189575,5.972166978530543
lyapunov,2,32768,2133.482227056534,1571.9583390296261,667.2621095931866,5533.1371784294415,10,2254.1328088200144,-120.6505817634802,-0.014361058680024637,10655.36453116767,0.3683396875858307,6.273253084569766
lyapunov,2,57344,2552.88836827475,1312.4605053591522,916.6800519638535,4591.605030334514,10,2254.1328088200144,298.7555594547357,0.035560923599389775,10655.36453116767,0.3962640166282654,6.7017941534878265
lyapunov,2,81920,2345.7345128030083,777.4845382933579,1136.2904813484672,3726.1244394575415,10,2254.1328088200144,91.60170398299397,0.010903365958639841,10655.36453116767,0.40532124042510986,6.405142521519732
lyapunov,2,106496,2199.7675378928693,1081.6546995540914,708.3977036577767,3779.3195673658533,10,2254.1328088200144,-54.36527092714505,-0.006471107180160245,10655.36453116767,0.46013331413269043,6.446200729266759
lyapunov,2,131072,2176.1587647056917,802.6783911268766,1103.96510611511,3495.0944785928073,10,2254.1328088200144,-77.97404411432262,-0.009281263353042253,10655.36453116767,0.45913636684417725,6.1936409117048195
lyapunov,2,155648,2847.882034070384,797.8966413997156,1213.4408844986085,4494.038074232835,10,2254.1328088200144,593.7492252503698,0.07067406837503314,10655.36453116767,0.49619701504707336,6.576537159280595
lyapunov,2,180224,2004.1205119600177,1014.1159115292016,320.9097028514833,3734.3858852424887,10,2254.1328088200144,-250.0122968599967,-0.029759004999849445,10655.36453116767,0.537581205368042,6.667112324218156
lyapunov,2,204800,2867.1041916416816,1144.8806511605485,1839.1707607115698,5101.281678933264,10,2254.1328088200144,612.9713828216672,0.0729620849664429,10655.36453116767,0.5801018476486206,6.550869225816029
lyapunov,2,229376,2781.1393112579553,764.2903618697776,1760.7015947372818,4196.050696353565,10,2254.1328088200144,527.006502437941,0.06272967105208516,10655.36453116767,0.6109000444412231,7.116949049720787
lyapunov,2,253952,2791.23748441877,1295.728222629621,1242.3876724849547,5257.487508860654,10,2254.1328088200144,537.1046755987554,0.06393165827173901,10655.36453116767,0.6419425010681152,6.9989802521789395
lyapunov,2,278528,2646.957115914115,699.278120666623,1319.909303645303,3993.328847749844,10,2254.1328088200144,392.82430709410073,0.04675794217202846,10655.36453116767,0.6458721160888672,7.470072172098823
lyapunov,2,303104,2901.9070746947073,933.2787129089971,1926.3001505405944,5266.356300112867,10,2254.1328088200144,647.7742658746929,0.07710467788603895,10655.36453116767,0.6170397996902466,7.104037496417921
lyapunov,2,327680,2358.7704300357864,783.4991619110233,1410.4872265931008,3450.6460298385755,10,2254.1328088200144,104.63762121577201,0.012455033340525076,10655.36453116767,0.6325016021728516,8.04500117416022
lyapunov,2,352256,2840.0970443764318,1138.1949693125573,1149.1935679358037,5569.720551045524,10,2254.1328088200144,585.9642355564174,0.06974741976560159,10655.36453116767,0.6191482543945312,7.106805653945238
lyapunov,2,376832,2767.420915376969,1238.9365254266386,1315.0630711191468,5200.665680057644,10,2254.1328088200144,513.2881065569545,0.06109676812395117,10655.36453116767,0.6329839825630188,7.668736151454505
lyapunov,2,401408,3406.3433911789716,1042.0825630511129,2025.499000374991,5527.29493474332,10,2254.1328088200144,1152.2105823589573,0.137147815975231,10655.36453116767,0.6395354270935059,8.30511948001538
lyapunov,2,425984,2672.213905674187,986.6348528308108,1374.0671867639635,4246.994601365977,10,2254.1328088200144,418.08109685417276,0.04976426202985139,10655.36453116767,0.6545008420944214,8.391010351912474
lyapunov,2,450560,3384.2931864268844,1138.7102310626096,1493.7039823739553,5319.6170404409095,10,2254.1328088200144,1130.16037760687,0.13452317646066933,10655.36453116767,0.6633367538452148,8.574422229911058
lyapunov,2,475136,3581.0021336476625,672.702962210984,2681.3728024865995,4824.747287262603,10,2254.1328088200144,1326.8693248276481,0.15793747494670074,10655.36453116767,0.6529885530471802,8.549546543662734
lyapunov,2,499712,3602.220305685706,695.5233963183571,2797.0216962764703,5152.385114985318,10,2254.1328088200144,1348.0874968656917,0.16046307746984942,10655.36453116767,0.6537542939186096,7.78038448447629
twostep,0,0,4298.517282884162,1479.9899755759411,2125.8290834742006,5905.179960171629,10,4298.517282884162,0.0,0.0,10655.36453116767,0.31621891260147095,5.64766678302846
twostep,0,32768,718.9214054080428,294.5932381790551,417.31982621645784,1455.396119053908,10,4298.517282884162,-3579.5958774761193,-0.5631086821977014,10655.36453116767,0.5717802047729492,7.762631110081802
twostep,0,57344,883.7276351360206,365.09691103659577,377.40030177384887,1732.92005816597,10,4298.517282884162,-3414.7896477481418,-0.5371829011831343,10655.36453116767,0.60158771276474,7.530663784612126
twostep,0,81920,1105.1570252258584,610.4612103625658,493.0095768327802,2665.577812158684,10,4298.517282884162,-3193.360257658304,-0.5023496919826465,10655.36453116767,0.6535220146179199,8.113956450957518
twostep,0,106496,785.8839242352816,411.5745168035921,383.4836276815614,1695.241412473895,10,4298.517282884162,-3512.633358648881,-0.5525747624413653,10655.36453116767,0.7048012018203735,8.438691208293474
twostep,0,131072,1210.5327754733553,684.761556879442,623.5863074589646,2582.691197530051,10,4298.517282884162,-3087.984507410807,-0.4857729604496725,10655.36453116767,0.7064926624298096,7.740640690060495
twostep,0,155648,1372.1922682117934,531.0218526293554,399.89598823801066,2199.515221598797,10,4298.517282884162,-2926.325014672369,-0.46034219478880833,10655.36453116767,0.6674827337265015,8.02970930370943
twostep,0,180224,1156.6319203734033,549.8963195261335,323.37280761280044,2452.2078411237526,10,4298.517282884162,-3141.885362510759,-0.4942521409280185,10655.36453116767,0.6953562498092651,7.288627906653189
twostep,0,204800,1259.3549271283293,530.0162716951929,632.3699353727749,2405.46766588179,10,4298.517282884162,-3039.1623557558332,-0.4780927142929827,10655.36453116767,0.7041686773300171,6.824598330538131
twostep,0,229376,1714.9591484052658,703.5131489558318,755.0707831764656,2942.84492403005,10,4298.517282884162,-2583.5581344788966,-0.4064213018127963,10655.36453116767,0.7639964818954468,8.712046549759602
twostep,0,253952,1543.7513758293458,753.870638065576,496.1692054158103,2859.456824247903,10,4298.517282884162,-2754.7659070548166,-0.4333541139226385,10655.36453116767,0.800527811050415,7.642617314399743
twostep,0,278528,1838.9009506718498,937.3901709260864,759.6090729213579,3298.341198772106,10,4298.517282884162,-2459.6163322123125,-0.38692393190500846,10655.36453116767,0.7902542352676392,7.324940816378545
twostep,0,303104,2382.394381896457,828.6647930974175,583.5443485645701,3351.8218920541844,10,4298.517282884162,-1916.1229009877052,-0.3014266075378286,10655.36453116767,0.8104959726333618,7.034962889468166
twostep,0,327680,2399.9191535928394,891.5568760033962,861.9296134839905,3350.7226376584363,10,4298.517282884162,-1898.598129291323,-0.29866977368463865,10655.36453116767,0.8413753509521484,8.286506671122922
twostep,0,352256,2268.8932577327855,628.4990082141527,1337.8026629800672,3404.4466810733934,10,4298.517282884162,-2029.6240251513768,-0.3192815472135404,10655.36453116767,0.8327232599258423,7.0711765123902275
twostep,0,376832,2596.0625711936495,1085.0562104152632,914.0667794978832,3811.4554712398785,10,4298.517282884162,-1702.4547116905128,-0.2678143181562841,10655.36453116767,0.8532469272613525,7.432918166384172
twostep,0,401408,2656.2204959839696,1193.3123079464806,568.6291934105712,3942.545420081335,10,4298.517282884162,-1642.2967869001927,-0.2583508337541537,10655.36453116767,0.8264870047569275,7.505209581485161
twostep,0,425984,3622.36209104835,527.4049399363131,2755.885708372006,4296.342439065345,10,4298.517282884162,-676.1551918358123,-0.10636643690188134,10655.36453116767,0.814443826675415,7.31252344229187
twostep,0,450560,3091.620203633875,1319.698211284249,727.4020576831438,4484.168268155028,10,4298.517282884162,-1206.8970792502873,-0.1898578071679037,10655.36453116767,0.8081845045089722,7.588803978681342
