method,seed,step,mean_return,std_return,min_return,max_return,n_eval_episodes,J0,improvement,norm_improvement,J_ref
inject,2,204800,3717.5657194346522,1492.0762908617342,1387.950609999466,6678.491848076865,10,2887.2530918487705,830.3126275858817,0.10688732183684987,10655.36453116767
inject,2,229376,4238.471280832806,1086.7408259063693,2480.640450446774,5706.828939968451,10,2887.2530918487705,1351.2181889840354,0.17394423333975298,10655.36453116767
inject,2,253952,3821.4915640776753,2218.177395026298,1192.2602588141804,7947.379873124294,10,2887.2530918487705,934.2384722289048,0.12026584317262987,10655.36453116767
inject,2,278528,4784.885084814127,1683.016356363236,3109.7849841205652,9160.234228707597,10,2887.2530918487705,1897.6319929653569,0.2442848570781387,10655.36453116767
inject,2,303104,3170.583009969115,833.588128662455,1800.46284808736,4345.531035291606,10,2887.2530918487705,283.3299181203447,0.03647346208883859,10655.36453116767
inject,2,327680,3943.9308487134285,1612.6115494668609,1715.6880200731184,7580.215242776897,10,2887.2530918487705,1056.677756864658,0.13602762588860062,10655.36453116767
inject,2,352256,4733.499287408189,1769.3720723284728,2300.616297677689,8059.274673398871,10,2887.2530918487705,1846.2461955594185,0.23766989051892715,10655.36453116767
inject,2,376832,3900.879667939275,1479.6406838544558,1577.8947970089307,5769.62750620174,10,2887.2530918487705,1013.6265760905044,0.1304855863459256,10655.36453116767
inject,2,401408,4488.114440464336,1041.1249702007497,3207.6402647504915,6242.67448593252,10,2887.2530918487705,1600.861348615566,0.20608115124438103,10655.36453116767
inject,2,425984,4870.531113631727,1888.500848463533,2258.8384152741946,8942.200658409254,10,2887.2530918487705,1983.2780217829563,0.25531019180403747,10655.36453116767
inject,2,450560,4470.102861681093,2218.3776912713074,1020.0162465869813,9495.407758246436,10,2887.2530918487705,1582.8497698323222,0.20376249516926886,10655.36453116767
inject,2,475136,3770.3736506325586,1669.3706780127754,864.0594193922861,6353.959924843432,10,2887.2530918487705,883.120558783788,0.11368536169552348,10655.36453116767
inject,2,499712,4590.443788887799,2175.2514421062183,1860.3341073882038,8145.198626890791,10,2887.2530918487705,1703.1906970390287,0.2192541533581692,10655.36453116767
