method,seed,step,mean_return,std_return,min_return,max_return,n_eval_episodes,J0,improvement,norm_improvement,J_ref
inject,2,253952,4208.15535272959,3254.704839732717,-295.5211647326271,9683.961324527816,10,3096.9485527866955,1111.2067999428946,0.13246732544705894,11485.483582540317
inject,2,278528,8172.826769926303,3527.745977197704,-135.65130122092643,11160.01389153491,10,3096.9485527866955,5075.878217139608,0.6050970996164028,11485.483582540317
inject,2,303104,5431.177053626231,3635.0216061964243,579.3789423041746,11156.55529964236,10,3096.9485527866955,2334.2285008395356,0.27826414174607433,11485.483582540317
inject,2,327680,6032.523122332889,3893.513713277224,701.2807365254031,10738.874383687222,10,3096.9485527866955,2935.5745695461937,0.3499508029452031,11485.483582540317
inject,2,352256,7273.804160801961,3689.016887970397,-444.7311690386221,10974.881777757346,10,3096.9485527866955,4176.855608015266,0.4979243208381785,11485.483582540317
inject,2,376832,6527.008004420045,3575.9521646754383,-455.3122269691084,10915.48683206817,10,3096.9485527866955,3430.0594516333495,0.40889850719562354,11485.483582540317
inject,2,401408,8745.059710431642,3321.0074169708964,-301.60328580730715,10932.15155433031,10,3096.9485527866955,5648.111157644947,0.6733131752967745,11485.483582540317
inject,2,425984,8710.046673975883,3481.8637140208266,-412.6629173150043,11078.978029955728,10,3096.9485527866955,5613.098121189188,0.6691392597885962,11485.483582540317
inject,2,450560,7304.463690048117,3377.944050751265,1696.2766265285873,10862.284910387778,10,3096.9485527866955,4207.515137261422,0.5015792533304139,11485.483582540317
inject,2,475136,6429.2092108727065,4698.329695211374,-231.07468604687045,10936.076544396912,10,3096.9485527866955,3332.260658086011,0.39723988108405656,11485.483582540317
inject,2,499712,6868.121973284962,4402.729929450633,-481.82870797381435,10856.795658558713,10,3096.9485527866955,3771.1734204982668,0.44956281480289256,11485.483582540317
