method,seed,step,eval_episode,return,J0,improvement,norm_improvement,J_ref
lyapunov,0,131072,4,1620.2268678466603,3327.2943325917067,-1707.0674647450464,-0.20942638448197126,11478.45192793555
lyapunov,0,131072,5,743.1608106198526,3327.2943325917067,-2584.133521971854,-0.31702656848776334,11478.45192793555
lyapunov,0,131072,6,10199.017388660726,3327.2943325917067,6871.72305606902,0.8430364613673146,11478.45192793555
lyapunov,0,131072,7,2546.732514845376,3327.2943325917067,-780.5618177463307,-0.09576085464185446,11478.45192793555
lyapunov,0,131072,8,2324.1503211110644,3327.2943325917067,-1003.1440114806423,-0.12306767469820447,11478.45192793555
lyapunov,0,131072,9,720.6294961907763,3327.2943325917067,-2606.6648364009307,-0.31979075433042,11478.45192793555
lyapunov,0,155648,0,15.533568574080292,3327.2943325917067,-3311.7607640176266,-0.40629330556718696,11478.45192793555
lyapunov,0,155648,1,-266.94146545216466,3327.2943325917067,-3594.2357980438715,-0.44094789673261203,11478.45192793555
lyapunov,0,155648,2,4028.5666757490512,3327.2943325917067,701.2723431573445,0.08603346639646574,11478.45192793555
lyapunov,0,155648,3,10192.880350054143,3327.2943325917067,6865.586017462437,0.8422835574350761,11478.45192793555
lyapunov,0,155648,4,6083.674907027076,3327.2943325917067,2756.3805744353695,0.33815817469554615,11478.45192793555
lyapunov,0,155648,5,2651.2102523112303,3327.2943325917067,-676.0840802804764,-0.0829433209074169,11478.45192793555
lyapunov,0,155648,6,10086.868417395599,3327.2943325917067,6759.574084803892,0.82927780562553,11478.45192793555
lyapunov,0,155648,7,1837.6337785387955,3327.2943325917067,-1489.6605540529113,-0.18275447829901978,11478.45192793555
lyapunov,0,155648,8,10498.720926352136,3327.2943325917067,7171.42659376043,0.8798046791509875,11478.45192793555
lyapunov,0,155648,9,9839.356051771849,3327.2943325917067,6512.061719180142,0.798912503188638,11478.45192793555
lyapunov,0,180224,0,10438.151949139958,3327.2943325917067,7110.857616548251,0.8723739582384944,11478.45192793555
lyapunov,0,180224,1,-276.03541330093003,3327.2943325917067,-3603.3297458926368,-0.44206356008978287,11478.45192793555
lyapunov,0,180224,2,9762.521490868294,3327.2943325917067,6435.227158276587,0.7894862885687638,11478.45192793555
lyapunov,0,180224,3,4743.680404286375,3327.2943325917067,1416.3860716946683,0.17376502109712372,11478.45192793555
lyapunov,0,180224,4,9535.204670474397,3327.2943325917067,6207.91033788269,0.7615986152282486,11478.45192793555
lyapunov,0,180224,5,2192.296231260446,3327.2943325917067,-1134.9981013312608,-0.13924379303380882,11478.45192793555
lyapunov,0,180224,6,10578.907768129513,3327.2943325917067,7251.613435537806,0.8896421581629678,11478.45192793555
lyapunov,0,180224,7,10109.131485331502,3327.2943325917067,6781.837152739795,0.832009082462318,11478.45192793555
lyapunov,0,180224,8,10235.296984935896,3327.2943325917067,6908.002652344189,0.8474873133900314,11478.45192793555
lyapunov,0,180224,9,-240.8604377690979,3327.2943325917067,-3568.154770360805,-0.4377482251062451,11478.45192793555
lyapunov,0,204800,0,5547.107990875995,3327.2943325917067,2219.813658284288,0.2723310931051036,11478.45192793555
lyapunov,0,204800,1,-259.3934050758714,3327.2943325917067,-3586.687737667578,-0.44002188588236435,11478.45192793555
lyapunov,0,204800,2,9961.45985232776,3327.2943325917067,6634.165519736053,0.8138924369112641,11478.45192793555
lyapunov,0,204800,3,10265.629733244528,3327.2943325917067,6938.335400652822,0.8512085944412329,11478.45192793555
lyapunov,0,204800,4,7325.681265146231,3327.2943325917067,3998.3869325545247,0.4905299505370843,11478.45192793555
lyapunov,0,204800,5,10188.91054942967,3327.2943325917067,6861.616216837962,0.8417965345088779,11478.45192793555
lyapunov,0,204800,6,9414.607442500139,3327.2943325917067,6087.313109908432,0.7468035107846354,11478.45192793555
lyapunov,0,204800,7,6456.455319430242,3327.2943325917067,3129.160986838535,0.3838916067874951,11478.45192793555
lyapunov,0,204800,8,10296.39805026281,3327.2943325917067,6969.1037176711025,0.8549833119159732,11478.45192793555
lyapunov,0,204800,9,9841.052396861909,3327.2943325917067,6513.758064270202,0.7991206141311649,11478.45192793555
lyapunov,0,229376,0,4623.510576728667,3327.2943325917067,1296.21624413696,0.15902235097483217,11478.45192793555
lyapunov,0,229376,1,-273.879012513213,3327.2943325917067,-3601.17334510492,-0.44179900861200455,11478.45192793555
lyapunov,0,229376,2,6784.127755689281,3327.2943325917067,3456.8334230975743,0.4240911039001525,11478.45192793555
lyapunov,0,229376,3,8803.201757487897,3327.2943325917067,5475.907424896191,0.6717950622562344,11478.45192793555
lyapunov,0,229376,4,2210.2561075939066,3327.2943325917067,-1117.0382249978002,-0.13704044018224373,11478.45192793555
lyapunov,0,229376,5,9543.947711325933,3327.2943325917067,6216.653378734226,0.7626712286267991,11478.45192793555
lyapunov,0,229376,6,3198.3269257197276,3327.2943325917067,-128.96740687197916,-0.015821974406411525,11478.45192793555
lyapunov,0,229376,7,9803.985110744728,3327.2943325917067,6476.690778153022,0.7945731267738101,11478.45192793555
lyapunov,0,229376,8,9709.53359826979,3327.2943325917067,6382.239265678084,0.7829856299847278,11478.45192793555
lyapunov,0,229376,9,9495.805073500467,3327.2943325917067,6168.51074090876,0.756764995400851,11478.45192793555
lyapunov,0,253952,0,9983.966220382023,3327.2943325917067,6656.671887790316,0.8166535622837336,11478.45192793555
lyapunov,0,253952,1,-259.944918524651,3327.2943325917067,-3587.2392511163575,-0.4400895466338908,11478.45192793555
lyapunov,0,253952,2,9237.349337113012,3327.2943325917067,5910.055004521305,0.7250571387764883,11478.45192793555
lyapunov,0,253952,3,8173.265603398322,3327.2943325917067,4845.971270806615,0.5945132594394015,11478.45192793555
lyapunov,0,253952,4,9972.421377326971,3327.2943325917067,6645.1270447352645,0.8152372182959509,11478.45192793555
lyapunov,0,253952,5,4746.861967318134,3327.2943325917067,1419.567634726427,0.1741553414895531,11478.45192793555
lyapunov,0,253952,6,10214.895896913882,3327.2943325917067,6887.601564322175,0.8449844679008011,11478.45192793555
lyapunov,0,253952,7,10334.401313271872,3327.2943325917067,7007.106980680165,0.8596456267540654,11478.45192793555
lyapunov,0,253952,8,10096.66200913597,3327.2943325917067,6769.367676544262,0.8304793026674671,11478.45192793555
lyapunov,0,253952,9,9855.69569872647,3327.2943325917067,6528.401366134763,0.8009170831224072,11478.45192793555
lyapunov,0,278528,0,8914.302282351813,3327.2943325917067,5587.007949760106,0.6854250925373014,11478.45192793555
lyapunov,0,278528,1,9682.484740577565,3327.2943325917067,6355.190407985859,0.7796672230747255,11478.45192793555
lyapunov,0,278528,2,10011.075548116489,3327.2943325917067,6683.781215524782,0.8199793877771122,11478.45192793555
lyapunov,0,278528,3,9206.590862885696,3327.2943325917067,5879.296530293989,0.7212836288346474,11478.45192793555
lyapunov,0,278528,4,9944.97316380935,3327.2943325917067,6617.678831217644,0.8118698176300709,11478.45192793555
lyapunov,0,278528,5,7798.704105576525,3327.2943325917067,4471.409772984818,0.5485613202952233,11478.45192793555
lyapunov,0,278528,6,10277.743411304076,3327.2943325917067,6950.44907871237,0.8526947242229687,11478.45192793555
lyapunov,0,278528,7,443.47315223044546,3327.2943325917067,-2883.821180361261,-0.353792838167524,11478.45192793555
lyapunov,0,278528,8,2975.002705240721,3327.2943325917067,-352.2916273509859,-0.04321982775906631,11478.45192793555
lyapunov,0,278528,9,10194.167019683046,3327.2943325917067,6866.872687091339,0.8424414085885711,11478.45192793555
lyapunov,0,303104,0,9927.30157213884,3327.2943325917067,6600.007239547133,0.8097018321063415,11478.45192793555
lyapunov,0,303104,1,8266.686619969838,3327.2943325917067,4939.392287378131,0.6059743329700396,11478.45192793555
lyapunov,0,303104,2,6992.368942836463,3327.2943325917067,3665.0746102447565,0.4496385411427581,11478.45192793555
lyapunov,0,303104,3,3824.3168018104784,3327.2943325917067,497.0224692187717,0.060975691286070624,11478.45192793555
lyapunov,0,303104,4,9530.161292808953,3327.2943325917067,6202.866960217246,0.7609798837651608,11478.45192793555
lyapunov,0,303104,5,10050.858023400833,3327.2943325917067,6723.5636908091265,0.8248599798665337,11478.45192793555
lyapunov,0,303104,6,9899.195138742976,3327.2943325917067,6571.9008061512695,0.8062536797348955,11478.45192793555
lyapunov,0,303104,7,9764.879249467453,3327.2943325917067,6437.584916875746,0.7897755430177535,11478.45192793555
lyapunov,0,303104,8,9738.269628888542,3327.2943325917067,6410.975296296835,0.7865110225782461,11478.45192793555
lyapunov,0,303104,9,9854.691737577476,3327.2943325917067,6527.397404985769,0.8007939151996762,11478.45192793555
lyapunov,0,327680,0,9344.415988461395,3327.2943325917067,6017.121655869688,0.738192285543422,11478.45192793555
lyapunov,0,327680,1,9618.182581189296,3327.2943325917067,6290.888248597589,0.7717785080513389,11478.45192793555
lyapunov,0,327680,2,10144.268572030382,3327.2943325917067,6816.974239438675,0.8363197691695214,11478.45192793555
lyapunov,0,327680,3,10221.236840129051,3327.2943325917067,6893.942507537345,0.8457623872503194,11478.45192793555
lyapunov,0,327680,4,93.56669560955291,3327.2943325917067,-3233.727636982154,-0.39672004850361675,11478.45192793555
lyapunov,0,327680,5,10279.31924151067,3327.2943325917067,6952.024908918963,0.8528880501632375,11478.45192793555
lyapunov,0,327680,6,255.99139676002648,3327.2943325917067,-3071.3029358316803,-0.3767934676185498,11478.45192793555
lyapunov,0,327680,7,10070.151387364687,3327.2943325917067,6742.8570547729805,0.8272269275958364,11478.45192793555
lyapunov,0,327680,8,10065.31294943348,3327.2943325917067,6738.018616841774,0.8266333385412735,11478.45192793555
lyapunov,0,327680,9,-226.53493175067302,3327.2943325917067,-3553.8292643423797,-0.4359907439326692,11478.45192793555
lyapunov,0,352256,0,9834.11697797272,3327.2943325917067,6506.822645381014,0.79826976334007,11478.45192793555
lyapunov,0,352256,1,9448.087039109132,3327.2943325917067,6120.792706517425,0.7509108533569359,11478.45192793555
lyapunov,0,352256,2,7888.359493261738,3327.2943325917067,4561.065160670031,0.5595604190889244,11478.45192793555
lyapunov,0,352256,3,6391.881925207917,3327.2943325917067,3064.5875926162107,0.37596961614271995,11478.45192793555
lyapunov,0,352256,4,5149.7113482231,3327.2943325917067,1822.417015631393,0.22357769360867566,11478.45192793555
lyapunov,0,352256,5,9854.438780397786,3327.2943325917067,6527.144447806079,0.8007628819167714,11478.45192793555
lyapunov,0,352256,6,10462.108141651153,3327.2943325917067,7134.813809059447,0.8753129509187416,11478.45192793555
lyapunov,0,352256,7,10191.187197510371,3327.2943325917067,6863.892864918665,0.8420758381603891,11478.45192793555
lyapunov,0,352256,8,9595.766576171292,3327.2943325917067,6268.472243579586,0.7690284685933779,11478.45192793555
lyapunov,0,352256,9,1868.3259557594592,3327.2943325917067,-1458.9683768322475,-0.17898910180397684,11478.45192793555
lyapunov,0,376832,0,10322.501706938889,3327.2943325917067,6995.207374347182,0.858185759711583,11478.45192793555
lyapunov,0,376832,1,9944.426633518928,3327.2943325917067,6617.132300927221,0.8118027682221847,11478.45192793555
lyapunov,0,376832,2,9609.81431884976,3327.2943325917067,6282.519986258053,0.7707518732156574,11478.45192793555
lyapunov,0,376832,3,10062.203844574517,3327.2943325917067,6734.90951198281,0.8262519074595879,11478.45192793555
lyapunov,0,376832,4,7329.338589241709,3327.2943325917067,4002.0442566500024,0.4909786382298751,11478.45192793555
lyapunov,0,376832,5,3692.0591811794284,3327.2943325917067,364.76484858772164,0.044750067002916845,11478.45192793555
lyapunov,0,376832,6,10515.706161915663,3327.2943325917067,7188.411829323956,0.8818884611614279,11478.45192793555
lyapunov,0,376832,7,4426.15970547059,3327.2943325917067,1098.8653728788831,0.13481095904362997,11478.45192793555
lyapunov,0,376832,8,9817.119512994674,3327.2943325917067,6489.825180402967,0.7961844810010718,11478.45192793555
lyapunov,0,376832,9,10464.721143481156,3327.2943325917067,7137.426810889449,0.8756335191078752,11478.45192793555
lyapunov,0,401408,0,9809.164555460728,3327.2943325917067,6481.870222869021,0.7952085512095151,11478.45192793555
lyapunov,0,401408,1,10100.035502311928,3327.2943325917067,6772.7411697202215,0.8308931694264011,11478.45192793555
lyapunov,0,401408,2,9814.084610963084,3327.2943325917067,6486.790278371377,0.7958121532677752,11478.45192793555
lyapunov,0,401408,3,10502.552446466842,3327.2943325917067,7175.258113875135,0.880274737553051,11478.45192793555
lyapunov,0,401408,4,9979.528144563692,3327.2943325917067,6652.233811971985,0.8161090904383701,11478.45192793555
lyapunov,0,401408,5,633.2106561830487,3327.2943325917067,-2694.083676408658,-0.33051546906872153,11478.45192793555
lyapunov,0,401408,6,2305.519760156083,3327.2943325917067,-1021.7745724356237,-0.1253533084544869,11478.45192793555
lyapunov,0,401408,7,8525.270360278018,3327.2943325917067,5197.976027686312,0.6376978933664386,11478.45192793555
lyapunov,0,401408,8,4342.545742211099,3327.2943325917067,1015.2514096193927,0.12455303404694053,11478.45192793555
lyapunov,0,401408,9,9503.502219712593,3327.2943325917067,6176.207887120886,0.7577092963938262,11478.45192793555
lyapunov,0,425984,0,10462.733585144204,3327.2943325917067,7135.439252552497,0.8753896815530912,11478.45192793555
lyapunov,0,425984,1,6752.682216592296,3327.2943325917067,3425.387884000589,0.42023330349262633,11478.45192793555
lyapunov,0,425984,2,10541.97913011248,3327.2943325917067,7214.684797520774,0.8851116804264563,11478.45192793555
lyapunov,0,425984,3,10605.221684478367,3327.2943325917067,7277.92735188666,0.8928704010275956,11478.45192793555
lyapunov,0,425984,4,9752.303152792736,3327.2943325917067,6425.008820201029,0.7882326828134119,11478.45192793555
lyapunov,0,425984,5,10366.90496745155,3327.2943325917067,7039.610634859843,0.8636332387951156,11478.45192793555
lyapunov,0,425984,6,9062.258825147517,3327.2943325917067,5734.9644925558105,0.7035766913803994,11478.45192793555
lyapunov,0,425984,7,8637.97428499772,3327.2943325917067,5310.6799524060125,0.651524631886407,11478.45192793555
lyapunov,0,425984,8,10415.289501925992,3327.2943325917067,7087.9951693342855,0.8695691483763688,11478.45192793555
lyapunov,0,425984,9,9432.808351318436,3327.2943325917067,6105.514018726729,0.749036433974154,11478.45192793555
lyapunov,0,450560,0,9061.013342825501,3327.2943325917067,5733.7190102337945,0.7034238931664899,11478.45192793555
lyapunov,0,450560,1,1486.5015515878524,3327.2943325917067,-1840.7927810038543,-0.22583206854318846,11478.45192793555
lyapunov,0,450560,2,9230.089574450516,3327.2943325917067,5902.795241858809,0.7241664968551799,11478.45192793555
lyapunov,0,450560,3,3154.45860199218,3327.2943325917067,-172.83573059952687,-0.021203826396026422,11478.45192793555
lyapunov,0,450560,4,8284.841379707368,3327.2943325917067,4957.547047115661,0.6082015944998219,11478.45192793555
lyapunov,0,450560,5,10262.217513657868,3327.2943325917067,6934.923181066161,0.8507899766502837,11478.45192793555
lyapunov,0,450560,6,10466.752565913064,3327.2943325917067,7139.4582333213575,0.8758827379958549,11478.45192793555
lyapunov,0,450560,7,10513.217451723864,3327.2943325917067,7185.923119132157,0.8815831413142303,11478.45192793555
lyapunov,0,450560,8,6085.953511049759,3327.2943325917067,2758.6591784580523,0.33843771830585556,11478.45192793555
lyapunov,0,450560,9,9986.6481021917,3327.2943325917067,6659.353769599994,0.8169825808038615,11478.45192793555
lyapunov,0,475136,0,3615.1870494252603,3327.2943325917067,287.89271683355355,0.03531924311740534,11478.45192793555
lyapunov,0,475136,1,9959.437662013032,3327.2943325917067,6632.143329421325,0.8136443506375262,11478.45192793555
lyapunov,0,475136,2,-76.1921214302598,3327.2943325917067,-3403.4864540219664,-0.41754639310968317,11478.45192793555
lyapunov,0,475136,3,10271.19557177138,3327.2943325917067,6943.901239179674,0.8518914224274503,11478.45192793555
lyapunov,0,475136,4,9562.266268367717,3327.2943325917067,6234.9719357760105,0.7649185851311073,11478.45192793555
lyapunov,0,475136,5,6036.468424620149,3327.2943325917067,2709.174092028442,0.3323667908523357,11478.45192793555
lyapunov,0,475136,6,10476.56237716294,3327.2943325917067,7149.268044571233,0.8770862248790279,11478.45192793555
lyapunov,0,475136,7,9981.40800302198,3327.2943325917067,6654.113670430273,0.8163397151608182,11478.45192793555
lyapunov,0,475136,8,-232.88243229655205,3327.2943325917067,-3560.1767648882587,-0.4367694677483792,11478.45192793555
lyapunov,0,475136,9,9723.96299193501,3327.2943325917067,6396.668659343303,0.7847558562985574,11478.45192793555
lyapunov,0,499712,0,9998.90279745035,3327.2943325917067,6671.608464858643,0.8184860108521465,11478.45192793555
lyapunov,0,499712,1,10491.315556071155,3327.2943325917067,7164.021223479448,0.878896173801477,11478.45192793555
lyapunov,0,499712,2,10592.395111006621,3327.2943325917067,7265.100778414914,0.8912968118385584,11478.45192793555
lyapunov,0,499712,3,10285.67631958716,3327.2943325917067,6958.381986995454,0.8536679489691866,11478.45192793555
lyapunov,0,499712,4,10616.073812604705,3327.2943325917067,7288.779480012999,0.8942017613893688,11478.45192793555
lyapunov,0,499712,5,1923.0147881515825,3327.2943325917067,-1404.2795444401243,-0.17227976859017008,11478.45192793555
lyapunov,0,499712,6,10682.459891070432,3327.2943325917067,7355.165558478725,0.9023461356921676,11478.45192793555
lyapunov,0,499712,7,10559.12134245702,3327.2943325917067,7231.827009865313,0.8872147206562548,11478.45192793555
lyapunov,0,499712,8,5853.786188251338,3327.2943325917067,2526.4918556596313,0.3099549758175299,11478.45192793555
lyapunov,0,499712,9,10278.073453174315,3327.2943325917067,6950.779120582608,0.8527352144068888,11478.45192793555
twostep,0,0,0,3521.3279638372824,5170.92394242424,-1649.5959785869572,-0.26152812672644954,11478.45192793555
twostep,0,0,1,1211.8089871394925,5170.92394242424,-3959.1149552847473,-0.6276809177464358,11478.45192793555
twostep,0,0,2,11030.308898583506,5170.92394242424,5859.384956159266,0.9289510833229117,11478.45192793555
twostep,0,0,3,10402.962561771375,5170.92394242424,5232.038619347136,0.8294911462201807,11478.45192793555
twostep,0,0,4,1020.3387610232983,5170.92394242424,-4150.585181400941,-0.6580367443913042,11478.45192793555
twostep,0,0,5,2579.7857049115323,5170.92394242424,-2591.1382375127073,-0.4108009101273705,11478.45192793555
twostep,0,0,6,2217.198950881635,5170.92394242424,-2953.7249915426046,-0.46828567354107103,11478.45192793555
twostep,0,0,7,4046.8442614195988,5170.92394242424,-1124.0796810046409,-0.17821239690231935,11478.45192793555
twostep,0,0,8,5102.494164017522,5170.92394242424,-68.42977840671756,-0.010848906029914585,11478.45192793555
twostep,0,0,9,10576.16917065715,5170.92394242424,5405.2452282329095,0.8569514459217717,11478.45192793555
twostep,0,32768,0,162.66176217359393,5170.92394242424,-5008.2621802506455,-0.7940134694544116,11478.45192793555
twostep,0,32768,1,732.2019211404872,5170.92394242424,-4438.722021283753,-0.703718165147422,11478.45192793555
twostep,0,32768,2,-29.1997763015909,5170.92394242424,-5200.12371872583,-0.8244313350406575,11478.45192793555
twostep,0,32768,3,-230.29382207110487,5170.92394242424,-5401.217764495344,-0.8563129289391792,11478.45192793555
twostep,0,32768,4,9979.78464065539,5170.92394242424,4808.860698231151,0.7624002158238427,11478.45192793555
twostep,0,32768,5,-185.55455159997302,5170.92394242424,-5356.4784940242125,-0.8492199329878641,11478.45192793555
twostep,0,32768,6,-53.17979132851798,5170.92394242424,-5224.103733752758,-0.8282331437806597,11478.45192793555
twostep,0,32768,7,842.236473627992,5170.92394242424,-4328.687468796247,-0.6862732084666407,11478.45192793555
twostep,0,32768,8,-141.13354790510846,5170.92394242424,-5312.057490329348,-0.8421773952789774,11478.45192793555
twostep,0,32768,9,3700.417884040459,5170.92394242424,-1470.5060583837808,-0.23313508263910482,11478.45192793555
twostep,0,57344,0,-88.49181402482083,5170.92394242424,-5259.415756449061,-0.8338315371245844,11478.45192793555
twostep,0,57344,1,373.80723792978324,5170.92394242424,-4797.116704494456,-0.7605383146540327,11478.45192793555
twostep,0,57344,2,1242.8792461508656,5170.92394242424,-3928.044696273374,-0.6227550166520899,11478.45192793555
twostep,0,57344,3,-223.51886018491086,5170.92394242424,-5394.44280260915,-0.8552388216342759,11478.45192793555
twostep,0,57344,4,2322.9752547945654,5170.92394242424,-2847.948687629674,-0.4515158226360677,11478.45192793555
twostep,0,57344,5,345.12143491295035,5170.92394242424,-4825.802507511289,-0.7650861823889326,11478.45192793555
twostep,0,57344,6,1816.7021328498327,5170.92394242424,-3354.221809574407,-0.5317807256261775,11478.45192793555
twostep,0,57344,7,149.32025055960742,5170.92394242424,-5021.603691864632,-0.7961286422515071,11478.45192793555
twostep,0,57344,8,210.41212902962636,5170.92394242424,-4960.5118133946135,-0.7864430921278035,11478.45192793555
twostep,0,57344,9,-24.95905409321528,5170.92394242424,-5195.882996517455,-0.8237590079075169,11478.45192793555
twostep,0,81920,0,250.93742553801707,5170.92394242424,-4919.9865168862225,-0.7800181826236278,11478.45192793555
twostep,0,81920,1,-162.00377338034315,5170.92394242424,-5332.9277158045825,-0.8454861757584085,11478.45192793555
twostep,0,81920,2,636.635776335811,5170.92394242424,-4534.288166088429,-0.7188692901220626,11478.45192793555
twostep,0,81920,3,123.91481392841887,5170.92394242424,-5047.009128495821,-0.800156438352534,11478.45192793555
twostep,0,81920,4,-121.02958051637644,5170.92394242424,-5291.9535229406165,-0.8389900979048358,11478.45192793555
twostep,0,81920,5,-294.1948617864725,5170.92394242424,-5465.118804210712,-0.8664438454966675,11478.45192793555
twostep,0,81920,6,9.845059653842554,5170.92394242424,-5161.078882770397,-0.818241138811813,11478.45192793555
twostep,0,81920,7,122.80898856970248,5170.92394242424,-5048.114953854537,-0.8003317566961198,11478.45192793555
twostep,0,81920,8,36.78208001306721,5170.92394242424,-5134.141862411172,-0.8139705243306994,11478.45192793555
twostep,0,81920,9,-150.07780581890336,5170.92394242424,-5321.001748243143,-0.8435954243282218,11478.45192793555
twostep,0,106496,0,1481.5031770492278,5170.92394242424,-3689.420765375012,-0.5849234079127135,11478.45192793555
twostep,0,106496,1,-186.67419718570463,5170.92394242424,-5357.598139609944,-0.8493974424001293,11478.45192793555
twostep,0,106496,2,457.5424011455772,5170.92394242424,-4713.381541278663,-0.7472628819655275,11478.45192793555
twostep,0,106496,3,62.11343425551026,5170.92394242424,-5108.810508168729,-0.8099544733045899,11478.45192793555
twostep,0,106496,4,-214.58684182487593,5170.92394242424,-5385.510784249115,-0.853822733052642,11478.45192793555
twostep,0,106496,5,120.90569816853231,5170.92394242424,-5050.018244255707,-0.8006335057181203,11478.45192793555
twostep,0,106496,6,-76.85479582630981,5170.92394242424,-5247.778738250549,-0.8319865959331386,11478.45192793555
twostep,0,106496,7,686.1066326798425,5170.92394242424,-4484.817309744397,-0.7110261451610215,11478.45192793555
twostep,0,106496,8,178.62851235134298,5170.92394242424,-4992.295430072897,-0.7914820894570667,11478.45192793555
twostep,0,106496,9,-100.23147172849573,5170.92394242424,-5271.155414152735,-0.8356927508566169,11478.45192793555
twostep,0,131072,0,-209.65885089205577,5170.92394242424,-5380.5827933162955,-0.8530414458441891,11478.45192793555
twostep,0,131072,1,-63.706755409295724,5170.92394242424,-5234.630697833535,-0.8299020961980393,11478.45192793555
twostep,0,131072,2,27.037505153491175,5170.92394242424,-5143.8864372707485,-0.8155154362011525,11478.45192793555
twostep,0,131072,3,-0.17014068306649222,5170.92394242424,-5171.094083107306,-0.8198289558390742,11478.45192793555
twostep,0,131072,4,183.99308326448374,5170.92394242424,-4986.9308591597555,-0.7906315865461618,11478.45192793555
twostep,0,131072,5,107.5180138514752,5170.92394242424,-5063.405928572764,-0.8027559987685969,11478.45192793555
twostep,0,131072,6,-178.39563949205353,5170.92394242424,-5349.319581916293,-0.8480849539400931,11478.45192793555
twostep,0,131072,7,51.126529951022576,5170.92394242424,-5119.797412473217,-0.8116963449741226,11478.45192793555
twostep,0,131072,8,797.3239834671091,5170.92394242424,-4373.59995895713,-0.6933936667915073,11478.45192793555
twostep,0,131072,9,328.6052518460559,5170.92394242424,-4842.318690578184,-0.7677046698696405,11478.45192793555
twostep,0,155648,0,-17.48552977081011,5170.92394242424,-5188.40947219505,-0.8225741500141571,11478.45192793555
twostep,0,155648,1,-78.1910280421429,5170.92394242424,-5249.114970466382,-0.8321984431447071,11478.45192793555
twostep,0,155648,2,177.21042015873314,5170.92394242424,-4993.713522265506,-0.7917069148079239,11478.45192793555
twostep,0,155648,3,54.414934784984105,5170.92394242424,-5116.509007639255,-0.8111749989189018,11478.45192793555
twostep,0,155648,4,303.61098945601157,5170.92394242424,-4867.312952968228,-0.7716672781122824,11478.45192793555
twostep,0,155648,5,102.30734077479784,5170.92394242424,-5068.616601649442,-0.8035821026063953,11478.45192793555
twostep,0,155648,6,328.5467540030719,5170.92394242424,-4842.377188421167,-0.7677139441595221,11478.45192793555
twostep,0,155648,7,-62.88571682668055,5170.92394242424,-5233.80965925092,-0.8297719281537007,11478.45192793555
twostep,0,155648,8,125.62035536668785,5170.92394242424,-5045.303587057551,-0.7998860405926007,11478.45192793555
twostep,0,155648,9,-14.170057490974244,5170.92394242424,-5185.093999915214,-0.822048512666701,11478.45192793555
twostep,0,180224,0,233.24773959449237,5170.92394242424,-4937.676202829747,-0.7828227180900346,11478.45192793555
twostep,0,180224,1,568.711318892912,5170.92394242424,-4602.212623531328,-0.7296380822048177,11478.45192793555
twostep,0,180224,2,-97.65132192658984,5170.92394242424,-5268.5752643508295,-0.8352836920609329,11478.45192793555
twostep,0,180224,3,472.4704461169397,5170.92394242424,-4698.4534963073,-0.7448961790347935,11478.45192793555
twostep,0,180224,4,-207.83677770132982,5170.92394242424,-5378.76072012557,-0.8527525730568432,11478.45192793555
twostep,0,180224,5,74.07773701803423,5170.92394242424,-5096.846205406206,-0.8080576441841946,11478.45192793555
twostep,0,180224,6,406.10981388809716,5170.92394242424,-4764.814128536143,-0.7554170411491995,11478.45192793555
twostep,0,180224,7,1390.2173329425145,5170.92394242424,-3780.706609481725,-0.599395930952156,11478.45192793555
twostep,0,180224,8,636.6370160051329,5170.92394242424,-4534.286926419107,-0.7188690935840013,11478.45192793555
twostep,0,180224,9,286.23381463413887,5170.92394242424,-4884.690127790101,-0.7744222678418616,11478.45192793555
twostep,0,204800,0,795.2865731080826,5170.92394242424,-4375.637369316157,-0.6937166792875886,11478.45192793555
twostep,0,204800,1,322.01204483446634,5170.92394242424,-4848.911897589774,-0.768749961626679,11478.45192793555
twostep,0,204800,2,272.56825289195547,5170.92394242424,-4898.3556895322845,-0.7765888157781384,11478.45192793555
twostep,0,204800,3,-346.5156541122102,5170.92394242424,-5517.43959653645,-0.8747388213473695,11478.45192793555
twostep,0,204800,4,-216.65811842107723,5170.92394242424,-5387.582060845317,-0.8541511147261963,11478.45192793555
twostep,0,204800,5,44.27085150988732,5170.92394242424,-5126.653090914352,-0.8127832491393986,11478.45192793555
twostep,0,204800,6,1858.8442883413873,5170.92394242424,-3312.0796540828524,-0.5250994781419529,11478.45192793555
twostep,0,204800,7,-72.20287752030592,5170.92394242424,-5243.126819944546,-0.8312490774764704,11478.45192793555
twostep,0,204800,8,-62.10264034922207,5170.92394242424,-5233.026582773462,-0.8296477786486756,11478.45192793555
twostep,0,204800,9,-192.52550613477868,5170.92394242424,-5363.4494485590185,-0.8503251131075106,11478.45192793555
twostep,0,229376,0,179.2865043586411,5170.92394242424,-4991.637438065599,-0.7913777709334382,11478.45192793555
twostep,0,229376,1,617.9738336894699,5170.92394242424,-4552.95010873477,-0.7218279678617808,11478.45192793555
twostep,0,229376,2,1373.1884601303036,5170.92394242424,-3797.735482293936,-0.6020957006319144,11478.45192793555
twostep,0,229376,3,34.61723460927462,5170.92394242424,-5136.306707814965,-0.8143137404699575,11478.45192793555
twostep,0,229376,4,-165.83967940115969,5170.92394242424,-5336.763621825399,-0.8460943230435287,11478.45192793555
twostep,0,229376,5,-68.27995363403804,5170.92394242424,-5239.203896058278,-0.8306271343167004,11478.45192793555
twostep,0,229376,6,387.23474942210623,5170.92394242424,-4783.689193002134,-0.7584095073746933,11478.45192793555
